condition,depth,resistance,slope
RADLab_Jul6_GrafLab_Water2,0.0,-1.1809664964675903,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0,-1.1809664964675903,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0,-1.1809664964675903,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0,-1.1809664964675903,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0,-1.1809664964675903,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0,-1.1809664964675903,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0,-1.1809664964675903,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0006268918514251987,-1.563683032989502,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0006268918514251987,-1.563683032989502,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0006268918514251987,-1.563683032989502,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0006268918514251987,-1.563683032989502,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0006268918514251987,-1.563683032989502,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0006268918514251987,-1.563683032989502,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0005458593368529996,-1.1109524965286257,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0005458593368529996,-1.1109524965286257,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0005458593368529996,-1.1109524965286257,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0005458593368529996,-1.1109524965286257,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0005458593368529996,-1.1109524965286257,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0005458593368529996,-1.1109524965286257,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0005458593368529996,-1.1109524965286257,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0002680867910385132,-0.7652269601821899,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0002680867910385132,-0.7652269601821899,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0002680867910385132,-0.7652269601821899,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0002680867910385132,-0.7652269601821899,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0002680867910385132,-0.7652269601821899,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0002680867910385132,-0.7652269601821899,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.00037972629070279207,-0.9339445233345032,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.00037972629070279207,-0.9339445233345032,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.00037972629070279207,-0.9339445233345032,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.00037972629070279207,-0.9339445233345032,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.00037972629070279207,-0.9339445233345032,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.00037972629070279207,-0.9339445233345032,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0006088316440581998,-1.0777459144592283,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0006088316440581998,-1.0777459144592283,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0006088316440581998,-1.0777459144592283,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0006088316440581998,-1.0777459144592283,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0006088316440581998,-1.0777459144592283,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0006088316440581998,-1.0777459144592283,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0006088316440581998,-1.0777459144592283,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.000609025359153692,-0.8829771280288696,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.000609025359153692,-0.8829771280288696,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.000609025359153692,-0.8829771280288696,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.000609025359153692,-0.8829771280288696,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.000609025359153692,-0.8829771280288696,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.000609025359153692,-0.8829771280288696,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.000609025359153692,-0.8829771280288696,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0005020052194595059,-0.6665031909942627,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0005020052194595059,-0.6665031909942627,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0005020052194595059,-0.6665031909942627,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0005020052194595059,-0.6665031909942627,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0005020052194595059,-0.6665031909942627,8.676457401186688
RADLab_Jul6_GrafLab_Water2,0.0005020052194595059,-0.6665031909942627,8.676457401186688
