scenario,real_time_plot,extrude_speed_slider,extrude_angle_slider,extrude_length_slider,down_length_slider,down_speed_slider,delay_after_down,shear_length,shear_speed,delay_after_shear,back_speed,moving_speed,moving_step_angle,time_delay,variable1,variable3,search_start,search_end,ground_height,extrude_back_speed
leg,True,1.0,0.0,5.0,4.0,1.0,3.0,17.0,1.0,0.0,1.0,10.0,5.0,0.0,18.0,0.0,16.5,27.0,21.4,2.0
time,toeforce_x,toeforce_y,toeforce_x_loadcell,toeforce_yloadcell,toe_position_x,toe_position_y,toe_velocity_x,toe_velocity_y,position,position1,torque,torque1,theta command,length command,state flag,current
0.004004955291748047,-0.21954196691513062,-1.3551002740859985,0.0,0.0,-0.0008435682975687087,-0.2167811244726181,0.0,0.0,-0.41778445190794083,-0.38833682383317436,-0.05291411653161049,0.10299704968929291,0.0,0.0,0.0,0.0
0.008527994155883789,-0.21954196691513062,-1.3551002740859985,0.0,0.0,-0.0008435682975687087,-0.2167811244726181,0.0,0.0,-0.41778445190794083,-0.3878670515795601,-0.05291411653161049,0.0993635505437851,0.0,0.0,0.0,0.0
0.010423421859741211,-0.21840164065361023,-1.352803111076355,0.0,0.0,-0.0008534602238796651,-0.216786190867424,0.0,0.0,-0.41778445190794083,-0.3878670515795601,-0.05291411653161049,0.0993635505437851,0.0,0.0,0.0,0.0
0.011921405792236328,-0.21840164065361023,-1.352803111076355,0.0,0.0,-0.0008534602238796651,-0.216786190867424,0.0,0.0,-0.41778445190794083,-0.3878670515795601,-0.05291411653161049,0.0993635505437851,0.0,0.0,0.0,0.0
0.013501405715942383,-0.21840164065361023,-1.352803111076355,0.0,0.0,-0.0008534602238796651,-0.216786190867424,0.0,0.0,-0.41778445190794083,-0.3878670515795601,-2.7939677238464355e-07,-0.0005437061190605164,0.0,0.0,0.0,0.0
0.015426397323608398,-0.21840164065361023,-1.352803111076355,0.0,0.0,-0.0008534602238796651,-0.216786190867424,0.0,0.0,-0.41778445190794083,-0.3878670515795601,-2.7939677238464355e-07,-0.0005437061190605164,0.0,0.0,0.0,0.0
0.016964435577392578,-0.21840164065361023,-1.352803111076355,0.0,0.0,-0.0008534602238796651,-0.216786190867424,0.0,0.0,-0.41778445190794083,-0.3878670515795601,-2.7939677238464355e-07,-0.0005437061190605164,0.0,0.0,0.0,0.0
0.0184783935546875,-0.21840164065361023,-1.352803111076355,0.0,0.0,-0.0008534602238796651,-0.216786190867424,0.0,0.0,-0.41778445190794083,-0.38850460298184936,-2.7939677238464355e-07,0.007409882731735706,0.0,0.0,0.0,0.0
0.020401954650878906,-0.2336033433675766,-1.3815035820007324,0.0,0.0,-0.0008836567867547274,-0.2168016880750656,0.0,0.0,-0.4183596947033979,-0.38963591849425283,-0.006180033553391695,0.019626453518867493,0.0,0.0,0.0,0.0
0.021923542022705078,-0.2336033433675766,-1.3815035820007324,0.0,0.0,-0.0008836567867547274,-0.2168016880750656,0.0,0.0,-0.4183596947033979,-0.38963591849425283,-0.006180033553391695,0.019626453518867493,0.0,0.0,0.0,0.0
