scenario,real_time_plot,extrude_speed_slider,extrude_angle_slider,extrude_length_slider,down_length_slider,down_speed_slider,delay_after_down,shear_length,shear_speed,delay_after_shear,back_speed,moving_speed,moving_step_angle,time_delay,variable1,variable3,search_start,search_end,ground_height,extrude_back_speed
leg,True,1.0,0.0,5.0,4.0,1.0,3.0,17.0,1.0,0.0,1.0,10.0,5.0,0.0,18.0,0.0,17.1,27.0,20.0,2.0
time,toeforce_x,toeforce_y,toeforce_x_loadcell,toeforce_yloadcell,toe_position_x,toe_position_y,toe_velocity_x,toe_velocity_y,position,position1,torque,torque1,theta command,length command,state flag,current
0.008341550827026367,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.272818492488137,-0.24444462287686336,-1.1175870895385742e-06,9.778887033462524e-07,0.0,0.0,0.0,0.0
0.010261297225952148,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.272818492488137,-0.24444462287686336,-1.1175870895385742e-06,9.778887033462524e-07,0.0,0.0,0.0,0.0
0.011878013610839844,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.272818492488137,-0.2445452950474062,-1.1175870895385742e-06,0.0014029350131750107,0.0,0.0,0.0,0.0
0.013485193252563477,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.272818492488137,-0.2445452950474062,-1.1175870895385742e-06,0.0014029350131750107,0.0,0.0,0.0,0.0
0.015485763549804688,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.272818492488137,-0.2450726009432419,-1.1175870895385742e-06,0.004778914153575897,0.0,0.0,0.0,0.0
0.017202138900756836,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.27347041559763696,-0.24598820040734898,-0.059621237218379974,0.07160288840532303,0.0,0.0,0.0,0.0
0.01883077621459961,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.27347041559763696,-0.24598820040734898,-0.059621237218379974,0.07160288840532303,0.0,0.0,0.0,0.0
0.02079033851623535,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.27361902466780125,-0.24615118118472398,-0.06062264367938042,0.06796947121620178,0.0,0.0,0.0,0.0
0.022496700286865234,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.2736573882315119,-0.24660658173112754,-0.05876295641064644,0.07183179259300232,0.0,0.0,0.0,0.0
0.024140596389770508,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.2736573882315119,-0.24660658173112754,-0.05876295641064644,0.07183179259300232,0.0,0.0,0.0,0.0
0.026799678802490234,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.27359025784669055,-0.24661138010242753,-0.05753268301486969,0.0681983232498169,0.0,0.0,0.0,0.0
0.029128551483154297,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.27260277643984054,-0.24659221002391682,-0.09903369843959808,0.12183823436498642,0.0,0.0,0.0,0.0
0.031244754791259766,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.27119821123691923,-0.24560950358167757,-0.08664552867412567,0.11068021506071091,0.0,0.0,0.0,0.0
0.033147573471069336,-0.27992013096809387,-0.537187933921814,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.26958275176369073,-0.24422890682856693,-0.07282678782939911,0.09777697920799255,0.0,0.0,0.0,0.0
0.035109519958496094,6.080154548726568e-07,-1.891613646876067e-05,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.26761733887921224,-0.242718894490492,-0.05943708494305611,0.08710538595914841,0.0,0.0,0.0,0.0
0.03690791130065918,6.080154548726568e-07,-1.891613646876067e-05,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.26761733887921224,-0.242718894490492,-0.05943708494305611,0.08710538595914841,0.0,0.0,0.0,0.0
0.04230380058288574,6.080154548726568e-07,-1.891613646876067e-05,0.0,0.0,-0.000935660966206342,-0.2006516456604004,0.0,0.0,-0.26340366667713744,-0.23932497135997075,-0.08645281940698624,0.1199711263179779,0.0,0.0,0.0,0.0
